player_id,player_name,Latest_Year,oTS,oFT,oRIM_FREQ,oRIM_FG_PCT,oTHREE_FREQ,oTHREE_FG_PCT,oMIDRANGE_FREQ,oMIDRANGE_FG_PCT,oASSIST_POINTS,oTOV,oTOV_bp,oTOV_sc,oREB,dTS,dFT,dRIM_FREQ,dRIM_FG_PCT,dTHREE_FREQ,dTHREE_FG_PCT,dMIDRANGE_FREQ,dMIDRANGE_FG_PCT,dASSIST_POINTS,dTOV,dTOV_bp,dTOV_sc,dREB,off,def,net_rapm,RESID,o_sc,o_fc,d_sc,d_fc,o_pval,d_pval,possessions,off_poss,def_poss
893,Michael Jordan,1999,2.49,0.83,-1.47,0.9,-0.29,-0.16,1.76,1.11,0.32,2.02,1.03,0.99,1.22,0.99,0.09,0.39,0.93,-0.18,0.22,-0.21,-0.01,1.34,0.37,0.11,0.25,0.03,5.57,1.61,7.18,0.06,0.83,4.74,-0.03,1.64,3.24,0.4,28673,14347,14326
406,Shaquille O'Neal,1999,3.79,-1.46,3.84,3.42,-1.8,1.2,-2.04,1.0,6.24,-0.99,-0.85,-0.15,0.73,1.84,0.45,2.64,0.45,0.5,-0.3,-3.14,0.61,0.21,-0.64,-0.18,-0.45,0.27,3.95,2.03,5.98,0.98,0.45,3.5,-0.35,2.38,-0.26,-0.37,26071,13059,13012
297,Alonzo Mourning,1999,2.77,-0.09,0.62,1.49,0.17,0.55,-0.79,1.03,3.71,-1.47,-0.71,-0.75,0.98,3.6,0.54,1.87,2.51,0.8,0.05,-2.67,0.22,1.98,0.1,-0.06,0.17,-0.16,1.37,4.2,5.57,-0.25,1.27,0.1,-0.08,4.28,-0.49,-0.06,24528,12281,12247
252,Karl Malone,1999,5.49,2.63,3.0,1.75,-2.31,0.83,-0.68,1.56,3.27,0.33,-0.5,0.83,-0.53,-0.08,-0.51,0.26,0.6,0.03,-0.06,-0.3,-0.04,1.79,-0.31,-0.61,0.3,0.8,5.26,0.13,5.39,-0.31,-1.51,6.77,0.32,-0.19,-0.2,0.49,36119,18085,18034
302,Mookie Blaylock,1999,0.54,0.07,0.21,0.0,2.47,-0.19,-2.68,0.14,-0.72,2.15,1.05,1.09,0.64,1.08,0.14,0.96,0.97,-0.17,0.56,-0.79,-0.35,2.15,0.82,0.18,0.64,0.42,3.17,2.14,5.31,-0.34,0.45,2.72,0.03,2.11,2.79,1.24,29827,14944,14883
204,Jeff Hornacek,1999,2.66,1.47,-0.31,0.75,0.4,0.77,-0.08,1.29,3.13,1.72,0.93,0.79,0.01,0.08,-0.19,0.98,0.53,-0.53,-0.04,-0.46,-0.57,0.07,0.12,-0.27,0.4,0.96,4.96,0.27,5.23,-0.32,0.09,4.87,0.76,-0.49,1.73,1.08,29678,14858,14820
896,Tim Hardaway,1999,0.52,0.08,-2.44,0.5,3.91,0.47,-1.48,0.33,0.06,2.95,1.29,1.67,-0.51,0.66,-0.18,1.13,0.71,0.12,0.19,-1.25,0.31,1.73,-0.18,-0.06,-0.12,0.3,3.86,1.07,4.94,1.2,0.11,3.75,-0.28,1.35,2.44,0.12,31944,15971,15973
255,Grant Hill,1999,2.24,0.69,0.53,1.3,-0.12,0.86,-0.4,-0.3,0.11,1.28,0.87,0.41,0.22,0.5,-0.16,1.76,0.3,-0.4,0.17,-1.36,-0.27,1.09,0.7,0.34,0.36,-0.16,3.53,1.36,4.89,0.11,0.96,2.57,0.14,1.22,1.5,0.54,30585,15325,15260
764,David Robinson,1999,1.4,0.78,2.03,1.24,-1.18,0.29,-0.85,-1.04,0.77,-0.72,-0.59,-0.13,-0.21,3.77,0.71,2.71,1.27,0.49,0.38,-3.2,0.42,1.24,-0.52,-0.17,-0.35,0.46,0.81,4.07,4.88,0.7,0.19,0.62,0.19,3.88,-0.93,-0.06,18220,9120,9100
739,Rasheed Wallace,1999,2.37,-0.11,-1.03,1.2,-0.08,-0.08,1.11,1.64,1.38,-0.41,-0.5,0.09,-0.81,2.04,-0.06,0.99,1.93,-0.52,0.33,-0.47,0.39,2.19,0.31,-0.25,0.56,1.17,0.97,3.72,4.68,0.01,-0.19,1.16,1.17,2.55,-1.22,1.48,25339,12715,12624
