player_id,player_name,Latest_Year,oDECOMP_EFG,oDECOMP_EFG_PARENT,oDECOMP_EFG_CHILDREN,oDECOMP_EFG_PARENT_GAP,oDECOMP_EFG_DISPLAY_GAP,oDECOMP_RIM,oDECOMP_RIM_FREQ,oDECOMP_RIM_FG,oDECOMP_MID_FG,oDECOMP_THREE,oDECOMP_THREE_FREQ,oDECOMP_THREE_FG,oDECOMP_FT,oDECOMP_FT_FREQ,oDECOMP_FT_SEVERITY,oDECOMP_TOV_VALUE,oSC,oSC_CLEAN,oFC,oDISPLAY_SUM,oRESID,oDECOMP_TOV_LOSS_VALUE,oDECOMP_TOV_VALUE_bp,oDECOMP_TOV_VALUE_sc,oDECOMP_TOV_VALUE_split,oDECOMP_BADPASS_TOV_VALUE,oDECOMP_SCORING_TOV_VALUE,oASSIST_POINTS,oRIM_ASSIST,dDECOMP_EFG,dDECOMP_EFG_PARENT,dDECOMP_EFG_CHILDREN,dDECOMP_EFG_PARENT_GAP,dDECOMP_EFG_DISPLAY_GAP,dDECOMP_RIM,dDECOMP_RIM_FREQ,dDECOMP_RIM_FG,dDECOMP_MID_FG,dDECOMP_THREE,dDECOMP_THREE_FREQ,dDECOMP_THREE_FG,dDECOMP_FT,dDECOMP_FT_FREQ,dDECOMP_FT_SEVERITY,dDECOMP_TOV_VALUE,dSC,dSC_CLEAN,dFC,dDISPLAY_SUM,dRESID,dDECOMP_TOV_LOSS_VALUE,dDECOMP_TOV_VALUE_bp,dDECOMP_TOV_VALUE_sc,dDECOMP_TOV_VALUE_split,dDECOMP_BADPASS_TOV_VALUE,dDECOMP_SCORING_TOV_VALUE,dASSIST_POINTS,dRIM_ASSIST,nDECOMP_EFG,nDECOMP_EFG_PARENT,nDECOMP_EFG_CHILDREN,nDECOMP_EFG_PARENT_GAP,nDECOMP_EFG_DISPLAY_GAP,nDECOMP_RIM,nDECOMP_RIM_FREQ,nDECOMP_RIM_FG,nDECOMP_MID_FG,nDECOMP_THREE,nDECOMP_THREE_FREQ,nDECOMP_THREE_FG,nDECOMP_FT,nDECOMP_FT_FREQ,nDECOMP_FT_SEVERITY,nDECOMP_TOV_VALUE,nSC,nSC_CLEAN,nDISPLAY_SUM,RESID,nDECOMP_TOV_LOSS_VALUE,nDECOMP_TOV_VALUE_bp,nDECOMP_TOV_VALUE_sc,nDECOMP_TOV_VALUE_split,nDECOMP_BADPASS_TOV_VALUE,nDECOMP_SCORING_TOV_VALUE,nASSIST_POINTS,nRIM_ASSIST,off,def,net_rapm,possessions,off_poss,def_poss
708,Kevin Garnett,2006,4.41,4.391,4.392,-0.001,0.018,1.046,-0.189,1.235,3.955,-0.609,-0.675,0.066,0.541,0.2,0.341,0.728,-0.199,-0.199,5.679,5.48,0.0,0.728,0.279,0.449,0.728,0.279,0.449,6.711,0.847,2.447,2.445,2.443,0.002,0.004,1.835,0.442,1.393,0.63,-0.022,-0.059,0.037,0.396,0.332,0.065,-0.221,0.738,0.738,2.622,3.36,0.0,-0.221,0.111,-0.332,-0.221,0.111,-0.332,2.115,1.008,6.857,6.836,6.835,0.001,0.022,2.881,0.253,2.628,4.585,-0.631,-0.734,0.103,0.937,0.532,0.406,0.507,0.539,0.539,8.84,0.001,0.507,0.39,0.117,0.507,0.39,0.117,8.826,1.855,5.48,3.36,8.841,63261,31748,31513
1495,Tim Duncan,2006,1.634,1.622,1.622,0.0,0.012,1.058,0.053,1.005,1.213,-0.649,-0.243,-0.406,0.057,0.647,-0.59,0.003,1.229,1.229,1.694,2.923,0.0,0.003,-0.262,0.265,0.003,-0.262,0.265,2.311,1.048,3.881,3.86,3.854,0.006,0.027,2.031,0.334,1.697,1.126,0.697,0.275,0.422,0.785,0.771,0.014,-0.591,0.794,0.794,4.075,4.869,0.0,-0.591,-0.327,-0.264,-0.591,-0.327,-0.264,2.486,0.985,5.515,5.481,5.476,0.005,0.039,3.089,0.387,2.702,2.339,0.048,0.032,0.016,0.842,1.418,-0.576,-0.588,2.023,2.023,7.792,0.0,-0.588,-0.589,0.001,-0.588,-0.589,0.001,4.797,2.033,2.923,4.869,7.792,63100,31688,31412
1905,Andrei Kirilenko,2006,2.002,1.964,1.962,0.002,0.04,1.874,1.121,0.753,0.114,-0.026,-0.0,-0.026,1.503,1.434,0.07,-0.019,1.052,1.052,3.486,4.538,0.0,-0.019,-0.331,0.312,-0.019,-0.331,0.312,0.915,1.507,2.138,2.146,2.145,0.001,-0.007,1.905,-0.295,2.2,0.102,0.138,0.026,0.112,-0.741,-0.691,-0.051,1.035,-0.032,-0.032,2.432,2.4,0.0,1.035,0.154,0.881,1.035,0.154,0.881,3.687,0.852,4.14,4.111,4.107,0.004,0.033,3.779,0.826,2.953,0.216,0.112,0.026,0.086,0.762,0.743,0.019,1.016,1.02,1.02,6.938,0.001,1.016,-0.177,1.193,1.016,-0.177,1.193,4.602,2.359,4.538,2.4,6.939,42326,21189,21137
1717,Dirk Nowitzki,2006,2.672,2.664,2.661,0.003,0.011,0.049,-0.105,0.154,2.175,0.437,0.016,0.421,1.675,0.7,0.97,1.226,0.225,0.225,5.573,5.798,0.0,1.226,0.193,1.033,1.226,0.193,1.033,0.591,-0.264,0.353,0.363,0.356,0.007,-0.003,0.4,-0.16,0.56,0.138,-0.182,-0.083,-0.099,0.066,0.052,0.015,-0.078,0.472,0.472,0.341,0.813,0.0,-0.078,0.062,-0.14,-0.078,0.062,-0.14,-0.46,-0.138,3.025,3.028,3.017,0.011,0.008,0.449,-0.265,0.714,2.313,0.255,-0.067,0.322,1.741,0.752,0.985,1.148,0.697,0.697,6.611,0.0,1.148,0.255,0.893,1.148,0.255,0.893,0.131,-0.402,5.798,0.813,6.611,68240,34180,34060
1938,Manu Ginobili,2006,1.855,1.828,1.822,0.006,0.033,0.864,0.922,-0.058,0.052,0.906,0.506,0.4,1.139,1.028,0.117,0.387,0.979,0.979,3.381,4.36,0.0,0.387,0.342,0.045,0.387,0.342,0.045,1.303,0.742,0.655,0.649,0.648,0.001,0.007,0.023,-0.201,0.224,0.155,0.47,0.002,0.468,0.076,0.05,0.028,1.238,0.21,0.21,1.969,2.179,0.0,1.238,0.623,0.615,1.238,0.623,0.615,2.681,0.443,2.51,2.477,2.47,0.007,0.04,0.887,0.721,0.166,0.207,1.376,0.508,0.868,1.215,1.078,0.145,1.625,1.189,1.189,6.539,0.0,1.625,0.965,0.66,1.625,0.965,0.66,3.984,1.185,4.36,2.179,6.539,36713,18404,18309
1884,Baron Davis,2006,3.34,3.324,3.34,-0.016,0.0,1.842,1.029,0.813,-0.102,1.6,1.342,0.258,0.37,0.645,-0.276,1.627,-0.155,-0.155,5.337,5.182,0.0,1.627,0.38,1.247,1.627,0.38,1.247,1.63,1.397,2.044,2.041,2.032,0.009,0.012,1.054,-0.249,1.303,0.617,0.361,-0.044,0.405,-0.527,-0.38,-0.146,0.78,-1.131,-1.131,2.297,1.166,0.0,0.78,0.059,0.721,0.78,0.059,0.721,1.5,0.108,5.384,5.365,5.372,-0.007,0.012,2.896,0.78,2.116,0.515,1.961,1.298,0.663,-0.157,0.265,-0.422,2.407,-1.286,-1.286,6.348,0.001,2.407,0.439,1.968,2.407,0.439,1.968,3.13,1.505,5.182,1.166,6.349,45910,22794,23116
1718,Paul Pierce,2006,4.085,4.082,4.096,-0.014,-0.011,0.96,0.582,0.378,1.21,1.926,0.955,0.971,1.704,1.089,0.617,0.679,-1.724,-1.724,6.468,4.744,0.0,0.679,0.249,0.43,0.679,0.249,0.43,2.539,0.507,-0.517,-0.511,-0.517,0.006,-0.0,0.557,0.28,0.277,-0.361,-0.713,-0.315,-0.398,-0.192,-0.131,-0.062,0.861,1.106,1.106,0.152,1.258,0.0,0.861,0.391,0.47,0.861,0.391,0.47,-0.334,0.562,3.568,3.572,3.579,-0.007,-0.011,1.517,0.862,0.655,0.849,1.213,0.64,0.573,1.512,0.958,0.555,1.54,-0.618,-0.618,6.002,0.0,1.54,0.64,0.9,1.54,0.64,0.9,2.205,1.069,4.744,1.258,6.002,65813,32941,32872
467,Jason Kidd,2006,1.474,1.496,1.515,-0.019,-0.041,0.407,0.507,-0.1,0.051,1.057,0.62,0.437,0.983,0.916,0.068,1.369,0.496,0.496,3.826,4.322,0.0,1.369,0.067,1.302,1.369,0.067,1.302,4.698,1.329,0.006,0.003,-0.001,0.004,0.007,0.448,0.025,0.423,0.187,-0.636,-0.213,-0.423,-0.179,-0.339,0.159,0.951,0.862,0.862,0.778,1.64,-0.0,0.951,0.568,0.383,0.951,0.568,0.383,1.289,0.249,1.48,1.499,1.514,-0.015,-0.034,0.855,0.532,0.323,0.238,0.421,0.407,0.014,0.804,0.577,0.227,2.32,1.358,1.358,5.962,0.0,2.32,0.635,1.685,2.32,0.635,1.685,5.987,1.578,4.322,1.64,5.962,63596,31921,31675
406,Shaquille O'Neal,2006,6.669,6.682,6.7,-0.018,-0.031,4.829,1.788,3.041,1.178,0.693,-0.52,1.213,-1.419,1.208,-2.627,-0.821,-0.369,-0.369,4.429,4.06,-0.0,-0.821,-0.758,-0.063,-0.821,-0.758,-0.063,5.599,3.646,1.61,1.609,1.606,0.003,0.004,1.379,1.345,0.034,0.524,-0.297,0.122,-0.419,0.646,0.784,-0.14,-1.478,1.051,1.051,0.778,1.829,-0.0,-1.478,-0.685,-0.793,-1.478,-0.685,-0.793,0.29,1.136,8.279,8.291,8.306,-0.015,-0.027,6.208,3.133,3.075,1.702,0.396,-0.398,0.794,-0.773,1.992,-2.767,-2.299,0.682,0.682,5.889,-0.0,-2.299,-1.443,-0.856,-2.299,-1.443,-0.856,5.889,4.782,4.06,1.829,5.889,56884,28569,28315
739,Rasheed Wallace,2006,3.3,3.32,3.314,0.006,-0.014,0.757,-0.159,0.916,2.421,0.136,0.295,-0.159,-0.786,-0.916,0.129,-0.049,0.343,0.343,2.465,2.808,0.0,-0.049,-0.82,0.771,-0.049,-0.82,0.771,6.526,0.968,1.716,1.707,1.702,0.005,0.014,0.993,0.237,0.756,0.381,0.328,0.015,0.313,0.673,0.619,0.054,0.15,0.333,0.333,2.539,2.872,-0.0,0.15,-0.203,0.353,0.15,-0.203,0.353,0.407,0.28,5.016,5.028,5.016,0.012,0.0,1.75,0.078,1.672,2.802,0.464,0.31,0.154,-0.113,-0.297,0.183,0.101,0.676,0.676,5.68,0.0,0.101,-1.023,1.124,0.101,-1.023,1.124,6.933,1.248,2.808,2.872,5.68,58017,29055,28962
